repeat the first of blue dog blue star :	blue
repeat the first of rock gold blue cat :	rock
repeat the first of rock moon star cat :	rock
repeat the first of leaf dog moon blue :	leaf
repeat the first of cat star gold cat :	cat
repeat the first of sun star moon fish :	sun
repeat the first of rock red gold star :	rock
repeat the first of cat star moon cat :	cat
repeat the first of moon fish moon blue :	moon
repeat the first of cat star fish leaf :	cat
repeat the first of star star dog rock :	star
repeat the first of leaf tree gold red :	leaf
repeat the first of moon leaf red moon :	moon
repeat the first of fish star rock cat :	fish
repeat the first of rock tree blue gold :	rock
repeat the first of red dog leaf leaf :	red
repeat the first of red tree rock sun :	red
repeat the first of rock cat rock moon :	rock
repeat the first of cat rock moon tree :	cat
repeat the first of fish gold fish dog :	fish
repeat the first of sun fish sun sun :	sun
repeat the first of rock red gold tree :	rock
repeat the first of star dog cat rock :	star
repeat the first of gold star leaf fish :	gold
repeat the first of star cat rock moon :	star
repeat the first of gold cat cat blue :	gold
repeat the first of blue fish dog star :	blue
repeat the first of moon cat fish blue :	moon
repeat the first of star leaf cat sun :	star
repeat the first of rock fish blue red :	rock
repeat the first of star cat moon fish :	star
repeat the first of leaf red gold sun :	leaf
repeat the first of rock rock fish sun :	rock
repeat the first of leaf dog moon red :	leaf
repeat the first of sun dog dog dog :	sun
repeat the first of rock rock red fish :	rock
repeat the first of tree dog star rock :	tree
repeat the first of tree tree rock dog :	tree
repeat the first of blue rock tree moon :	blue
repeat the first of star fish dog blue :	star
repeat the first of leaf rock red fish :	leaf
repeat the first of fish cat dog gold :	fish
repeat the first of moon cat red fish :	moon
repeat the first of moon leaf dog red :	moon
repeat the first of dog star red rock :	dog
repeat the first of blue star star dog :	blue
repeat the first of red moon cat blue :	red
repeat the first of fish red dog gold :	fish
repeat the first of red red dog red :	red
repeat the first of rock sun leaf cat :	rock
repeat the first of leaf blue sun cat :	leaf
repeat the first of tree dog gold blue :	tree
repeat the first of tree tree dog leaf :	tree
repeat the first of tree sun leaf red :	tree
repeat the first of leaf rock fish dog :	leaf
repeat the first of red red blue sun red :	red
repeat the first of cat tree moon gold blue :	cat
repeat the first of dog star leaf rock rock :	dog
repeat the first of red moon tree gold star :	red
repeat the first of gold blue fish red star :	gold
repeat the first of cat blue fish red dog :	cat
repeat the first of blue red rock rock dog :	blue
repeat the first of leaf red leaf cat cat :	leaf
repeat the first of fish cat moon moon cat :	fish
repeat the first of sun red rock fish leaf :	sun
repeat the first of fish sun blue rock moon :	fish
repeat the first of star moon red tree rock :	star
repeat the first of dog star sun tree leaf :	dog
repeat the first of dog red blue tree star :	dog
repeat the first of red tree cat sun dog :	red
repeat the first of sun gold blue rock moon :	sun
repeat the first of cat sun red blue tree :	cat
repeat the first of gold star red cat cat :	gold
repeat the first of moon leaf sun moon blue :	moon
repeat the first of rock leaf star moon red :	rock
repeat the first of cat star dog rock leaf :	cat
repeat the first of red blue gold fish blue :	red
repeat the first of dog sun cat red tree :	dog
repeat the first of rock rock dog leaf dog :	rock
repeat the first of sun red star dog sun :	sun
repeat the first of blue blue rock cat sun :	blue
repeat the first of moon rock fish gold dog :	moon
repeat the first of sun dog cat dog tree :	sun
repeat the first of fish dog sun dog blue :	fish
repeat the first of blue fish cat leaf cat :	blue
repeat the first of leaf gold star cat gold :	leaf
repeat the first of dog leaf leaf moon star :	dog
repeat the first of star cat sun dog fish :	star
repeat the first of sun gold fish star blue :	sun
repeat the first of fish tree red moon tree :	fish
repeat the first of dog gold gold blue dog :	dog
repeat the first of moon star rock red sun :	moon
repeat the first of gold leaf sun red red :	gold
repeat the first of moon cat star sun fish :	moon
repeat the first of sun rock dog tree gold :	sun
repeat the first of moon red moon star gold :	moon
repeat the first of moon gold moon gold tree :	moon
repeat the first of tree cat rock dog sun :	tree
repeat the first of red tree sun rock leaf :	red
repeat the first of moon sun tree rock fish :	moon
repeat the first of cat gold fish rock dog :	cat
repeat the first of sun moon dog sun rock :	sun
repeat the first of moon sun star cat leaf :	moon
repeat the first of red moon fish tree tree :	red
repeat the first of dog moon fish red tree :	dog
repeat the first of star moon sun fish cat :	star
repeat the first of red moon gold dog sun :	red
repeat the first of gold red fish moon blue :	gold
repeat the first of red red sun moon leaf :	red
repeat the first of gold fish red star star :	gold
repeat the first of leaf gold red cat moon :	leaf
repeat the first of rock blue fish cat sun :	rock
repeat the first of leaf blue fish blue gold :	leaf
repeat the first of leaf gold gold star dog :	leaf
repeat the first of leaf star dog sun moon :	leaf
repeat the first of blue blue dog red rock :	blue
repeat the first of dog sun tree gold cat :	dog
repeat the first of cat sun sun gold fish :	cat
repeat the first of fish sun sun blue blue :	fish
repeat the first of leaf moon cat gold leaf :	leaf
repeat the first of red leaf blue fish star :	red
repeat the first of blue tree gold star sun :	blue
repeat the first of gold star tree moon blue :	gold
repeat the first of tree tree star rock sun :	tree
repeat the first of fish cat leaf cat fish :	fish
repeat the first of fish tree red dog tree :	fish
repeat the first of gold rock tree blue rock :	gold
repeat the first of cat cat leaf rock dog :	cat
repeat the first of rock gold tree sun star :	rock
repeat the first of gold rock star leaf tree :	gold
repeat the first of sun tree tree cat cat :	sun
repeat the first of gold leaf rock leaf cat :	gold
repeat the first of fish moon moon cat gold :	fish
repeat the first of leaf sun moon fish rock :	leaf
repeat the first of cat fish red tree fish :	cat
repeat the first of star rock tree moon star :	star
repeat the first of rock fish blue fish blue :	rock
repeat the first of blue cat dog rock blue :	blue
repeat the first of cat moon leaf tree fish :	cat
repeat the first of cat dog dog gold leaf :	cat
repeat the first of sun sun cat dog cat :	sun
repeat the first of gold moon leaf fish moon :	gold
repeat the first of star moon sun blue moon :	star
repeat the first of leaf sun star dog tree :	leaf
repeat the first of fish dog fish tree moon :	fish
repeat the first of star gold tree leaf cat :	star
repeat the first of gold tree star moon tree :	gold
repeat the first of sun sun leaf sun sun :	sun
repeat the first of fish cat tree sun dog :	fish
repeat the first of star red rock red fish :	star
repeat the first of leaf sun red blue cat :	leaf
repeat the first of dog rock rock gold sun :	dog
repeat the first of leaf leaf red cat gold :	leaf
repeat the first of sun fish star fish blue :	sun
repeat the first of fish moon moon rock leaf :	fish
repeat the first of cat fish dog cat fish :	cat
repeat the first of rock leaf moon cat sun :	rock
repeat the first of sun tree gold dog cat :	sun
repeat the first of fish fish dog red moon :	fish
repeat the first of fish cat dog gold star :	fish
repeat the first of cat dog blue leaf leaf :	cat
repeat the first of moon star dog dog leaf :	moon
repeat the first of fish fish moon red tree :	fish
repeat the first of red tree gold leaf sun :	red
repeat the first of rock star gold cat moon :	rock
repeat the first of red dog moon sun cat :	red
repeat the first of red sun tree sun sun :	red
repeat the first of fish rock moon sun star :	fish
repeat the first of moon cat moon dog gold :	moon
repeat the first of red blue dog moon sun :	red
repeat the first of blue fish cat cat blue :	blue
repeat the first of sun tree star moon star :	sun
repeat the first of cat moon star leaf leaf :	cat
repeat the first of dog red red gold star :	dog
repeat the first of cat red cat red leaf :	cat
repeat the first of moon moon moon fish moon :	moon
repeat the first of leaf red leaf leaf dog :	leaf
repeat the first of sun red dog cat leaf :	sun
repeat the first of blue leaf red moon fish :	blue
repeat the first of leaf moon tree cat moon :	leaf
repeat the first of leaf red moon fish blue :	leaf
repeat the first of red sun cat sun fish :	red
repeat the first of leaf red dog red leaf :	leaf
repeat the first of cat tree star rock fish :	cat
repeat the first of dog star gold gold gold :	dog
repeat the first of sun red star sun leaf :	sun
repeat the first of red star blue blue moon :	red
repeat the first of star tree sun star blue :	star
repeat the first of red rock star gold red :	red
repeat the first of blue gold leaf moon sun :	blue
repeat the first of moon tree rock gold cat :	moon
repeat the first of blue sun rock star rock :	blue
repeat the first of red moon star sun fish :	red
repeat the first of red star blue tree blue :	red
repeat the first of gold dog red gold fish :	gold
repeat the first of sun red red fish fish :	sun
repeat the first of fish red sun red tree :	fish
repeat the first of tree blue moon star sun :	tree
repeat the first of tree gold moon blue red :	tree
repeat the first of tree leaf moon red leaf :	tree
repeat the first of dog fish moon sun fish :	dog
repeat the first of cat tree blue red star :	cat
repeat the first of blue cat blue cat blue :	blue
repeat the first of leaf blue star star blue :	leaf
repeat the first of leaf moon cat blue fish :	leaf
repeat the first of leaf gold star fish blue :	leaf
repeat the first of moon tree leaf gold moon :	moon
repeat the first of red fish red sun dog :	red
repeat the first of red leaf moon leaf cat :	red
repeat the first of dog fish dog red red :	dog
repeat the first of sun blue fish leaf red :	sun
repeat the first of rock cat cat rock fish :	rock
repeat the first of tree fish moon leaf sun :	tree
repeat the first of tree cat moon rock red :	tree
repeat the first of sun blue moon fish blue :	sun
repeat the first of leaf leaf cat star sun :	leaf
repeat the first of sun tree star tree gold :	sun
repeat the first of sun leaf red fish gold :	sun
repeat the first of gold cat dog gold fish :	gold
repeat the first of sun tree moon fish gold :	sun
repeat the first of leaf blue sun leaf gold :	leaf
repeat the first of cat fish leaf star red :	cat
repeat the first of rock red moon moon dog :	rock
repeat the first of red gold leaf cat leaf :	red
repeat the first of fish cat rock blue cat :	fish
repeat the first of red star gold leaf gold :	red
repeat the first of moon tree gold blue sun :	moon
repeat the first of cat blue star rock sun :	cat
repeat the first of rock red blue fish leaf :	rock
repeat the first of gold star rock moon fish :	gold
repeat the first of fish tree blue fish blue :	fish
repeat the first of fish cat cat fish fish :	fish
repeat the first of moon star leaf blue tree :	moon
repeat the first of dog sun cat red leaf :	dog
repeat the first of star star blue leaf dog :	star
repeat the first of fish blue blue dog fish :	fish
repeat the first of dog blue dog sun red :	dog
repeat the first of leaf sun blue red rock :	leaf
repeat the first of leaf star dog dog leaf :	leaf
repeat the first of star red leaf blue gold :	star
repeat the first of sun tree gold tree rock :	sun
repeat the first of rock moon dog sun moon :	rock
repeat the first of tree blue blue red moon :	tree
repeat the first of cat gold fish blue fish :	cat
repeat the first of star cat cat cat leaf :	star
repeat the first of leaf fish leaf leaf sun :	leaf
repeat the first of tree blue red tree cat :	tree
repeat the first of fish sun gold fish dog :	fish
repeat the first of tree blue gold tree dog :	tree
repeat the first of star rock dog gold fish :	star
repeat the first of dog moon star moon star :	dog
repeat the first of red cat moon tree rock :	red
repeat the first of dog moon cat red star :	dog
repeat the first of sun red fish gold rock :	sun
repeat the first of leaf leaf red star blue :	leaf
repeat the first of gold tree gold red blue dog :	gold
repeat the first of sun dog sun dog blue cat :	sun
repeat the first of tree fish dog sun star dog :	tree
repeat the first of rock red red star gold fish :	rock
repeat the first of star rock dog moon star fish :	star
repeat the first of dog moon red sun blue tree :	dog
repeat the first of tree sun sun tree star dog :	tree
repeat the first of star rock rock red tree leaf :	star
repeat the first of tree moon red rock dog star :	tree
repeat the first of red rock rock blue blue sun :	red
repeat the first of red leaf sun gold leaf fish :	red
repeat the first of cat dog tree gold star tree :	cat
repeat the first of rock dog dog star leaf star :	rock
repeat the first of rock rock cat cat leaf moon :	rock
repeat the first of fish moon cat blue sun cat :	fish
repeat the first of gold sun dog red tree leaf :	gold
repeat the first of star dog star blue rock cat :	star
repeat the first of sun star fish tree leaf leaf :	sun
repeat the first of fish dog rock leaf cat sun :	fish
repeat the first of blue gold leaf star red moon :	blue
repeat the first of sun blue star dog leaf moon :	sun
repeat the first of cat rock fish cat leaf rock :	cat
repeat the first of red gold red leaf star blue :	red
repeat the first of star blue moon cat moon blue :	star
repeat the first of tree rock blue star star star :	tree
repeat the first of leaf leaf blue sun rock fish :	leaf
repeat the first of moon dog star blue cat dog :	moon
repeat the first of cat sun dog red star fish :	cat
repeat the first of cat dog rock star red leaf :	cat
repeat the first of red blue fish gold gold blue :	red
repeat the first of cat sun star rock cat leaf :	cat
repeat the first of fish fish leaf moon moon gold :	fish
repeat the first of dog gold star dog leaf blue :	dog
repeat the first of star moon star tree fish fish :	star
repeat the first of red red leaf dog sun fish :	red
repeat the first of leaf gold moon gold star star :	leaf
repeat the first of cat moon red cat sun cat :	cat
repeat the first of gold star gold blue gold cat :	gold
repeat the first of blue rock blue tree star dog :	blue
repeat the first of cat rock rock cat rock cat :	cat
repeat the first of leaf moon cat cat moon gold :	leaf
repeat the first of dog moon star leaf leaf tree :	dog
repeat the first of red fish blue fish star rock :	red
repeat the first of leaf star sun gold red tree :	leaf
repeat the first of tree moon star cat moon blue :	tree
repeat the first of blue red gold rock cat star :	blue
repeat the first of leaf sun sun leaf leaf dog :	leaf
repeat the first of sun blue star fish tree dog :	sun
repeat the first of blue fish star leaf cat leaf :	blue
repeat the first of leaf cat moon rock gold red :	leaf
repeat the first of star leaf leaf rock star star :	star
repeat the first of star cat cat dog fish moon :	star
repeat the first of sun leaf leaf blue cat star :	sun
repeat the first of fish leaf leaf fish blue rock :	fish
repeat the first of dog blue gold rock rock red :	dog
repeat the first of moon dog fish sun blue red :	moon
repeat the first of dog fish cat red gold dog :	dog
repeat the first of leaf leaf leaf moon tree sun :	leaf
repeat the first of leaf star leaf tree blue rock :	leaf
repeat the first of red dog rock dog fish gold :	red
repeat the first of blue blue moon cat gold moon :	blue
repeat the first of rock red rock leaf star gold :	rock
repeat the first of tree fish dog gold gold dog :	tree
repeat the first of rock gold tree sun rock leaf :	rock
repeat the first of red star red star cat star :	red
repeat the first of dog red red fish star fish :	dog
repeat the first of rock fish dog tree fish tree :	rock
repeat the first of fish red red cat red tree :	fish
repeat the first of tree sun tree tree sun star :	tree
repeat the first of blue rock cat tree cat rock :	blue
repeat the first of moon leaf gold star gold rock :	moon
repeat the first of gold leaf gold fish star blue :	gold
repeat the first of red cat red red gold rock :	red
repeat the first of leaf rock star moon cat leaf :	leaf
repeat the first of sun gold gold blue moon blue :	sun
repeat the first of cat cat cat sun blue gold :	cat
repeat the first of star gold cat dog fish red :	star
repeat the first of star leaf moon sun tree red :	star
repeat the first of rock blue red tree fish tree :	rock
repeat the first of star leaf fish rock moon red :	star
repeat the first of red tree moon fish cat fish :	red
repeat the first of rock fish dog sun blue red :	rock
repeat the first of moon gold blue star fish cat :	moon
repeat the first of moon red dog gold cat sun :	moon
repeat the first of red rock gold rock tree blue :	red
repeat the first of blue red cat cat dog red :	blue
repeat the first of fish dog gold rock fish leaf :	fish
repeat the first of rock moon leaf red red star :	rock
repeat the first of sun red sun cat cat moon :	sun
repeat the first of rock sun cat blue fish moon :	rock
repeat the first of leaf red red blue cat red :	leaf
repeat the first of rock dog tree blue cat sun :	rock
repeat the first of fish fish moon dog star rock :	fish
repeat the first of sun leaf gold rock moon moon :	sun
repeat the first of rock rock gold rock moon rock :	rock
repeat the first of gold moon fish cat star tree :	gold
repeat the first of star gold dog star cat star :	star
repeat the first of sun dog rock leaf gold gold :	sun
repeat the first of red tree tree moon gold fish :	red
repeat the first of gold dog fish fish sun moon :	gold
repeat the first of sun leaf gold gold moon rock :	sun
repeat the first of rock sun rock star sun blue :	rock
repeat the first of fish moon gold star sun dog :	fish
repeat the first of gold rock blue red rock star :	gold
repeat the first of cat dog gold leaf tree fish :	cat
repeat the first of leaf dog sun rock tree cat :	leaf
repeat the first of dog gold rock red blue cat :	dog
repeat the first of leaf dog dog sun star cat :	leaf
repeat the first of leaf star rock sun leaf tree :	leaf
repeat the first of cat cat dog rock moon dog :	cat
repeat the first of red star rock blue star dog :	red
repeat the first of gold star leaf sun fish gold :	gold
repeat the first of sun fish gold rock blue tree :	sun
repeat the first of gold star cat moon red fish :	gold
repeat the first of star tree cat star moon cat :	star
repeat the first of blue sun cat tree leaf cat :	blue
repeat the first of tree rock cat red fish red :	tree
repeat the first of sun tree dog blue leaf cat :	sun
repeat the first of rock tree dog fish red tree :	rock
repeat the first of star tree rock blue dog sun :	star
repeat the first of star star moon fish cat cat :	star
repeat the first of moon star fish sun cat cat :	moon
repeat the first of cat gold dog cat blue moon :	cat
repeat the first of moon gold tree red red star :	moon
repeat the first of red moon cat gold gold moon :	red
repeat the first of tree sun tree leaf blue rock :	tree
repeat the first of fish gold dog leaf gold blue :	fish
repeat the first of fish moon cat star sun sun :	fish
repeat the first of cat fish moon cat gold tree :	cat
repeat the first of rock star rock tree tree star :	rock
repeat the first of leaf gold blue dog star star :	leaf
repeat the first of gold sun tree moon fish moon :	gold
repeat the first of cat moon red moon sun fish :	cat
repeat the first of fish dog blue leaf moon blue :	fish
repeat the first of red dog fish red dog cat :	red
repeat the first of leaf blue blue sun red leaf :	leaf
repeat the first of red sun tree sun blue leaf :	red
repeat the first of rock star leaf leaf red cat :	rock
repeat the first of moon cat moon dog leaf sun :	moon
repeat the first of rock red dog red dog gold :	rock
repeat the first of cat gold blue cat moon tree :	cat
repeat the first of sun star moon red moon leaf :	sun
repeat the first of red dog red blue blue fish :	red
repeat the first of blue red blue sun fish star :	blue
repeat the first of rock rock blue gold fish leaf :	rock
repeat the first of gold leaf dog star red moon :	gold
repeat the first of star moon sun sun fish blue :	star
repeat the first of rock sun star moon dog gold :	rock
repeat the first of cat gold star fish star blue :	cat
repeat the first of tree leaf red cat moon gold :	tree
repeat the first of sun fish cat moon cat moon :	sun
repeat the first of rock blue dog fish cat fish :	rock
repeat the first of dog rock sun red tree cat :	dog
repeat the first of leaf sun tree moon moon star :	leaf
repeat the first of blue blue red red sun blue :	blue
repeat the first of sun tree red fish leaf red :	sun
repeat the first of star sun red moon fish red :	star
repeat the first of tree gold moon dog sun blue :	tree
repeat the first of rock moon sun rock cat blue :	rock
repeat the first of blue leaf blue sun sun dog :	blue
repeat the first of sun rock rock red dog gold :	sun
repeat the first of fish fish rock sun blue blue :	fish
repeat the first of dog tree gold tree leaf rock :	dog
repeat the first of moon leaf gold leaf cat star :	moon
repeat the first of gold fish dog leaf moon red :	gold
repeat the first of star moon red rock red star :	star
repeat the first of dog moon moon gold tree rock :	dog
repeat the first of sun sun sun cat fish rock :	sun
repeat the first of sun tree leaf sun leaf moon :	sun
repeat the first of tree moon tree star cat fish :	tree
repeat the first of tree gold blue gold moon gold :	tree
repeat the first of blue sun tree rock sun moon :	blue
repeat the first of cat gold sun leaf tree star :	cat
repeat the first of tree moon red moon tree star :	tree
repeat the first of blue moon moon fish cat tree :	blue
repeat the first of sun cat dog star dog star :	sun
repeat the first of fish fish star fish blue dog :	fish
repeat the first of cat tree dog moon blue cat :	cat
repeat the first of red tree star fish sun rock :	red
repeat the first of fish red dog dog fish red :	fish
repeat the first of dog tree red leaf moon red :	dog
repeat the first of cat moon moon moon cat star :	cat
repeat the first of leaf star sun rock dog leaf :	leaf
repeat the first of gold fish sun dog tree gold :	gold
repeat the first of fish rock leaf sun cat blue :	fish
repeat the first of fish moon red star moon tree :	fish
repeat the first of blue cat blue dog dog fish :	blue
repeat the first of rock tree cat leaf gold tree :	rock
repeat the first of moon rock star dog tree leaf :	moon
repeat the first of fish leaf red cat cat gold :	fish
repeat the first of red leaf dog cat rock star :	red
repeat the first of star red sun rock fish star :	star
repeat the first of rock moon moon gold moon leaf :	rock
repeat the first of moon fish red moon star moon :	moon
repeat the first of cat moon star blue dog tree :	cat
repeat the first of tree rock leaf moon blue dog :	tree
repeat the first of moon moon gold moon blue fish :	moon
repeat the first of blue fish blue red moon red :	blue
repeat the first of moon star moon red star gold :	moon
repeat the first of fish fish red gold red sun :	fish
